53,344322,Tudor,Gabriel,1.81123E+12
54,230669,Constantin,Eugen,1.70032E+12
55,370640,Ionescu,Marius,1.71012E+12
56,492108,Vasile,Dragos,1.75042E+12
57,915242,Dobre,Viorica,2.98032E+12
58,333770,Tudor,Victor,1.74032E+12
59,445227,Dumitrache,Dragos,1.58052E+12
60,68687,Dobre,Gabriel,1.67101E+12
61,178063,Dinu,Iulia,2.91022E+12
62,244805,Popescu,Laura,6.00112E+12
63,789815,Popescu,Simona,2.6705E+12
64,163239,Oprea,Laura,2.65031E+12
65,441654,Dragomir,Alexandru,1.79102E+12
66,941463,Mihai,Iulian,1.67062E+12
67,89072,Vasile,George,5.04073E+12
68,898756,Dinu,Costel,1.98121E+12
69,893466,Georgescu,Ana,2.66021E+12
70,796147,Mihai,Ion,1.80121E+12
71,361139,Radu,Gabriel,1.67011E+12
72,843169,Stancu,Cristian,1.96091E+12
73,436853,Radu,Corina,6.02042E+12
74,214370,Dragomir,Cristina,6.00103E+12
75,456471,Dumitrache,Dragos,1.65062E+12
76,942403,Georgescu,Alexandru,1.98011E+12
77,236998,Dragomir,Adrian,1.61112E+12
78,414858,Oprea,Octavian,1.61051E+12
79,297775,Popa,Cristina,2.74072E+12
80,986909,Oprea,Alina,2.93071E+12
81,794145,Constantin,Alexandru,5.04102E+12
82,240302,Constantin,Catalin,1.93082E+12
83,6480,Mihai,Ioana,2.84061E+12
84,642262,Constantin,George,1.68061E+12
85,873663,Dragomir,Roxana,2.96101E+12
86,549146,Mihai,Ioana,2.98063E+12
87,162874,Tudor,Dragos,1.64063E+12
88,101202,Stoica,Marius,1.6502E+12
89,562936,Georgescu,Ion,1.76092E+12
90,219046,Ionescu,Ana,2.58101E+12
91,769927,Gheorghe,Alexandru,1.65061E+12
92,748362,Dumitru,Liliana,2.86031E+12
93,606698,Dumitru,Laura,2.61102E+12
94,809914,Radu,Catalin,1.92072E+12
95,837055,Georgescu,Ion,1.78112E+12
96,719688,Dinu,Florin,1.60122E+12
97,782268,Radu,Stefan,1.58083E+12
98,864781,Ionita,Adrian,5.0407E+12
99,662619,Dinu,Stefan,1.61092E+12
100,655999,Dragomir,Alina,6.04071E+12
101,616581,Radu,Iulia,2.90021E+12
102,763764,Tudor,Raluca,2.76031E+12
103,446298,Mihai,Stefan,1.6109E+12
104,547443,Georgescu,Andreea,2.94011E+12
105,925954,Dumitru,Mihai,1.62033E+12
106,995335,Dobre,Liliana,2.60013E+12
107,296137,Constantin,Maria,6.00042E+12
108,193132,Georgescu,Eugen,1.81021E+12
109,188658,Ionita,Cristina,2.7702E+12
110,748517,Stoica,Mihai,1.71111E+12
111,584241,Dinu,Marius,1.86053E+12
112,475378,Stoica,Iulian,1.97022E+12
113,242207,Radu,Corina,2.68052E+12
114,682392,Dinu,Diana,2.89051E+12
115,865602,Ionita,Elena,2.81022E+12
116,761791,Ionita,Cristian,1.90022E+12
117,320371,Dumitrache,Raluca,2.78032E+12
118,23045,Gheorghe,Stefan,5.00071E+12
119,82602,Dinu,Gabriela,2.65053E+12
120,603036,Radu,Ioana,2.89073E+12
121,174549,Popa,Marius,5.03021E+12
122,100419,Dragomir,Daniela,2.59061E+12
123,261905,Vasile,Elena,2.68091E+12
124,667507,Vasile,George,1.70081E+12
125,357995,Ionescu,Gabriela,2.59091E+12
126,649551,Dragomir,Elena,2.58111E+12
127,428143,Georgescu,Adrian,1.8311E+12
128,300372,Radu,Iulian,1.7112E+12
129,595644,Dobre,Valentin,1.77112E+12
130,463432,Dumitrache,Gabriela,2.5808E+12
131,819643,Dumitru,Alina,2.80091E+12
132,723094,Oprea,Daniel,1.56022E+12
133,781443,Stancu,Alina,2.97103E+12
134,569806,Georgescu,Doru,1.84053E+12
135,682471,Vasile,Gabriel,5.0108E+12
136,753074,Gheorghe,Raluca,2.77022E+12
137,463829,Oprea,Mihaela,2.641E+12
138,663360,Gheorghe,Raluca,2.89071E+12
139,170921,Radu,Florin,1.85122E+12
140,158820,Constantin,Ioana,2.55071E+12
141,225654,Dobre,Viorica,2.80071E+12
142,936804,Georgescu,Cristian,1.64081E+12
143,562268,Popa,Stefan,1.96053E+12
144,826028,Georgescu,Dragos,1.5711E+12
145,956628,Stoica,Mihaela,2.80083E+12
146,404616,Radu,Iulian,1.77082E+12
147,67665,Dinu,Cristina,2.78053E+12
148,560445,Popescu,Octavian,1.94061E+12
149,218080,Stoica,Stefan,1.7705E+12
150,726748,Dobre,Octavian,1.58042E+12
151,103505,Dobre,Laura,2.77031E+12
152,384976,Dumitrache,Dragos,1.88092E+12
153,674908,Barbu,Elena,2.59121E+12
154,560648,Constantin,Andreea,2.63102E+12
155,762174,Popescu,Andreea,2.88012E+12
156,240888,Constantin,Raluca,2.84082E+12
157,610905,Dumitrache,Ioana,2.73052E+12
158,184430,Vasile,Elena,2.81042E+12
159,313271,Gheorghe,Andreea,2.98062E+12
160,149932,Georgescu,Liliana,2.88053E+12
161,274458,Popa,George,1.91101E+12
162,599822,Dobre,Iulia,2.90101E+12
163,735040,Dumitrache,Corina,2.56023E+12
164,52759,Popescu,Alina,2.921E+12
165,144353,Ionita,Alina,2.97101E+12
166,193287,Popescu,Iulia,2.8412E+12
167,537541,Vasile,Eugen,1.76012E+12
168,131533,Dobre,Cristina,2.7903E+12
169,244694,Mihai,Stefan,1.96043E+12
170,35751,Dumitrache,Laura,6.03092E+12
171,535739,Radu,Elena,2.72112E+12
172,780654,Vasile,Iulia,2.58113E+12
173,256259,Oprea,Diana,2.81091E+12
174,261200,Constantin,Gabriela,2.93031E+12
175,766617,Stoica,Costel,1.75022E+12
176,750721,Dumitru,Liliana,2.94081E+12
177,755575,Barbu,Dragos,1.82102E+12
178,432181,Dragomir,Mihaela,2.66061E+12
179,954274,Ionescu,Marius,1.99063E+12
180,884464,Stoica,Cristina,2.90113E+12
181,62021,Mihai,Viorica,2.75073E+12
182,436810,Ionita,Valentin,1.56091E+12
183,85845,Tudor,Octavian,1.71083E+12
184,644417,Tudor,Corina,2.79051E+12
185,516922,Popa,Viorica,2.98121E+12
186,453742,Dragomir,Marius,1.92091E+12
187,448123,Dobre,Diana,2.96031E+12
188,79186,Stancu,Daniela,2.7907E+12
189,304522,Radu,Andreea,2.73011E+12
190,882589,Tudor,Alexandru,1.98112E+12
191,992334,Stoica,George,1.79111E+12
192,923202,Dinu,Ion,5.01061E+12
193,595869,Vasile,Mihai,1.81051E+12
194,583531,Dragomir,Daniela,2.89061E+12
195,618570,Gheorghe,Mihaela,2.9504E+12
196,801213,Tudor,Daniel,1.81061E+12
197,489184,Vasile,Iulian,1.66111E+12
198,741742,Popa,Eugen,1.62022E+12
199,798220,Dumitru,Doru,1.99021E+12
200,4975,Tudor,Gabriel,1.97052E+12
201,910567,Dinu,Dragos,1.66101E+12
202,994634,Popescu,Alexandru,1.74083E+12
203,326660,Stoica,Catalin,1.91051E+12
204,179288,Dobre,Costel,1.87043E+12
205,254354,Stoica,Elena,2.96061E+12
206,794090,Popescu,Alexandru,1.94091E+12
207,57131,Georgescu,George,1.6505E+12
208,427709,Oprea,Adrian,1.92061E+12
209,181958,Dumitrache,Simona,2.94071E+12
210,445853,Popescu,Ioana,2.74113E+12
211,641547,Dumitru,Florin,1.68022E+12
212,559037,Dinu,Cristina,2.57041E+12
213,834960,Mihai,George,1.57043E+12
214,131184,Dumitrache,Marius,1.70082E+12
215,735908,Popescu,Roxana,2.55081E+12
216,675144,Dobre,Valentin,1.93093E+12
217,261284,Ionita,Valentin,5.0208E+12
218,593668,Popescu,George,1.59111E+12
219,161725,Popescu,Cristian,1.6605E+12
220,526563,Dinu,Valentin,1.7912E+12
221,724903,Barbu,Elena,2.75083E+12
222,621060,Popa,Marius,1.75091E+12
223,857341,Stancu,Alexandru,1.62091E+12
224,470481,Popescu,Ion,1.65101E+12
225,887313,Vasile,Maria,2.61081E+12
226,175842,Tudor,Eugen,1.56083E+12
227,974079,Dumitru,Iulia,2.74061E+12
228,661732,Radu,Maria,2.95091E+12
229,845749,Oprea,Ion,1.7305E+12
230,3,Popescu,Alexandru,1.9604E+12
231,924643,Tudor,Doru,1.94111E+12
232,955524,Georgescu,Doru,1.70052E+12
233,998973,Georgescu,Valentin,1.88012E+12
234,920079,Mihai,Diana,2.91093E+12
235,429261,Popa,Elena,2.86041E+12
236,764152,Dumitru,Liliana,2.89073E+12
237,33697,Ionita,Ioana,2.7108E+12
238,797315,Popa,Mihai,1.55021E+12
239,740117,Dragomir,Mihai,1.69101E+12
240,511079,Stoica,Maria,2.82051E+12
241,507979,Tudor,Dragos,1.86012E+12
242,426882,Stoica,Alexandru,1.74101E+12
243,796688,Popescu,Catalin,1.65111E+12
244,82584,Dobre,Gabriel,1.55082E+12
245,313351,Ionescu,Cristina,2.55093E+12
246,601571,Dumitru,Andreea,2.98062E+12
247,342284,Popa,Daniela,2.65103E+12
248,763878,Stancu,Iulian,1.90062E+12
249,947829,Dinu,Simona,2.96012E+12
250,497872,Gheorghe,Eugen,1.85092E+12
251,614792,Tudor,Ion,1.85082E+12
252,243237,Oprea,Simona,2.86112E+12
253,82381,Dumitru,Liliana,2.82093E+12
254,795594,Popescu,Diana,2.71052E+12
255,5384,Radu,Adrian,5.01011E+12
256,563614,Ionescu,Cristian,1.82111E+12
257,158529,Barbu,Alexandru,1.6001E+12
258,32019,Dobre,Doru,1.79121E+12
259,521964,Constantin,Alina,2.7511E+12
260,40089,Ionita,George,1.82022E+12
261,196966,Popescu,Daniela,2.9209E+12
262,145048,Constantin,Stefan,1.66071E+12
263,68056,Barbu,Diana,6.04052E+12
264,348774,Ionita,Raluca,2.99103E+12
265,666119,Stancu,Iulia,6.03072E+12
266,413483,Georgescu,Florin,1.75062E+12
267,104743,Stancu,Cristian,1.9405E+12
268,596100,Mihai,Mihaela,2.98041E+12
269,597715,Georgescu,Raluca,2.63091E+12
270,511524,Mihai,Laura,2.88112E+12
271,821771,Tudor,Ion,1.951E+12
272,692199,Popa,Viorica,2.68113E+12
273,491900,Radu,Stefan,1.5708E+12
274,920966,Ionescu,Mihai,5.0201E+12
275,513987,Oprea,Maria,2.95103E+12
276,200645,Ionita,Florin,1.85082E+12
277,846811,Gheorghe,George,1.66072E+12
278,270178,Dumitrache,Victor,1.59101E+12
279,636745,Constantin,Gabriel,5.03081E+12
280,37115,Tudor,Daniel,5.00082E+12
281,219494,Dumitrache,Gabriela,2.5504E+12
282,106574,Dobre,Mihaela,2.75042E+12
283,563780,Dragomir,Andreea,2.9608E+12
284,675967,Tudor,Gabriela,2.70112E+12
285,733108,Dobre,Maria,2.9209E+12
286,112992,Stoica,Daniel,1.87111E+12
287,53033,Stoica,Viorica,2.60092E+12
288,982043,Dobre,Gabriela,2.65081E+12
289,398190,Barbu,Marius,1.70022E+12
290,724133,Ionescu,Dragos,1.59113E+12
291,321105,Ionescu,Marius,1.72113E+12
292,616554,Dumitru,Victor,1.65112E+12
293,556765,Georgescu,Stefan,1.82082E+12
294,49105,Stancu,Gabriel,1.8205E+12
295,882848,Tudor,Elena,6.00032E+12
296,153816,Popa,Valentin,1.56011E+12
297,790309,Stancu,Costel,1.5504E+12
298,187314,Ionescu,Daniel,1.93011E+12
299,780754,Mihai,Andreea,6.01072E+12
300,791521,Dumitru,Diana,2.55053E+12
301,153314,Georgescu,Alina,2.65033E+12
302,821576,Mihai,Victor,1.90043E+12
303,853691,Ionescu,Raluca,2.76063E+12
304,680915,Dumitru,Florin,1.57033E+12
305,318572,Dobre,Dragos,5.031E+12
306,796156,Dragomir,Gabriel,1.58063E+12
307,303975,Constantin,Adrian,5.01041E+12
308,489487,Gheorghe,Dragos,5.01073E+12
309,306807,Mihai,Gabriela,6.02081E+12
310,987306,Popa,Cristian,1.55102E+12
311,659760,Ionita,Laura,6.02081E+12
312,865944,Dinu,Mihai,1.66033E+12
313,570449,Dragomir,Iulian,1.8106E+12
314,962483,Dobre,Doru,1.68011E+12
315,513644,Popa,Alina,2.831E+12
316,611254,Popescu,Iulian,5.01112E+12
317,777959,Stoica,Ioana,2.56071E+12
318,363796,Stancu,Florin,1.63022E+12
319,573371,Gheorghe,Mihaela,2.66121E+12
320,834778,Stancu,Alina,2.94033E+12
321,106874,Dobre,Raluca,2.85072E+12
322,675730,Ionita,Ion,1.86102E+12
323,82937,Stancu,Alexandru,5.04092E+12
324,996414,Dumitru,Alina,2.78111E+12
325,379690,Constantin,Elena,2.65102E+12
326,672819,Mihai,Daniel,1.95073E+12
327,645220,Oprea,Daniela,2.98113E+12
328,786255,Stancu,Stefan,1.94072E+12
329,908365,Ionescu,Stefan,5.03053E+12
330,807290,Dumitru,Alina,2.96031E+12
331,317556,Popescu,Corina,2.71062E+12
332,753132,Constantin,Corina,2.96052E+12
333,435170,Tudor,Maria,2.65033E+12
334,114459,Dumitru,Adrian,1.60062E+12
335,251418,Popescu,Alexandru,1.95111E+12
336,197265,Constantin,Florin,1.80102E+12
337,733354,Ionescu,Raluca,6.04051E+12
338,426020,Dinu,Victor,1.55021E+12
339,799437,Dumitru,Valentin,1.64071E+12
340,34961,Dobre,Ana,2.97032E+12
341,180839,Dragomir,Costel,1.77093E+12
342,371741,Popescu,Doru,1.6502E+12
343,174929,Dumitru,Iulian,1.85092E+12
344,685225,Stancu,Victor,1.73051E+12
345,900115,Dragomir,Raluca,2.6209E+12
346,118544,Mihai,Cristina,2.85103E+12
347,272338,Georgescu,Valentin,1.83041E+12
348,956680,Popa,Maria,2.75082E+12
349,107618,Gheorghe,Adrian,1.81051E+12
350,755483,Stoica,Gabriela,2.99033E+12
351,298161,Ionescu,Elena,2.8202E+12
352,807091,Oprea,Cristina,6.041E+12
353,256969,Ionescu,Mihai,5.021E+12
354,562968,Mihai,Simona,2.65021E+12
355,80850,Barbu,Stefan,1.82083E+12
356,722842,Dragomir,Doru,1.601E+12
357,149108,Dumitrache,Simona,2.89092E+12
358,980475,Vasile,Iulia,2.59023E+12
359,863292,Dinu,Iulia,2.57082E+12
360,526370,Popescu,Laura,2.59093E+12
361,119978,Popa,Viorica,2.65051E+12
362,368173,Barbu,Mihaela,2.85033E+12
363,224676,Constantin,Gabriel,1.81111E+12
364,887097,Radu,Cristina,2.69081E+12
365,447898,Dobre,Diana,2.91092E+12
366,53271,Radu,Doru,1.99022E+12
367,77455,Georgescu,Raluca,2.56012E+12
368,153605,Dumitrache,Eugen,1.64061E+12
369,77693,Dumitrache,Valentin,1.77053E+12
370,673623,Radu,Elena,2.56103E+12
371,630939,Dinu,Ioana,2.97093E+12
372,252993,Dumitru,Costel,1.9005E+12
373,629896,Gheorghe,Marius,1.62052E+12
374,106176,Radu,Diana,2.59092E+12
375,225087,Ionita,Ana,2.60041E+12
376,731557,Mihai,Mihai,1.6305E+12
377,275263,Ionita,Gabriela,2.76082E+12
378,422763,Mihai,Mihaela,2.77021E+12
379,304684,Dobre,Costel,1.97072E+12
380,695596,Tudor,Catalin,5.03112E+12
381,979000,Dumitru,Liliana,2.57083E+12
382,507093,Stancu,Catalin,1.66071E+12
383,631801,Barbu,Daniela,2.77013E+12
384,838433,Vasile,Maria,2.741E+12
385,969645,Mihai,Octavian,1.73013E+12
386,936618,Dobre,Mihaela,2.80062E+12
387,168481,Vasile,Ioana,2.59121E+12
388,886576,Oprea,Dragos,1.82123E+12
389,536125,Barbu,Marius,1.95051E+12
390,380373,Vasile,Gabriel,1.95101E+12
391,145944,Radu,Ana,2.70112E+12
392,230962,Dinu,Corina,2.84053E+12
393,485687,Popescu,Eugen,1.68101E+12
394,383359,Mihai,Ana,2.80101E+12
395,258719,Ionita,Gabriela,2.87042E+12
396,100711,Barbu,Viorica,2.94032E+12
397,925073,Popa,Dragos,1.61033E+12
398,294797,Oprea,Iulia,2.90053E+12
399,351662,Ionescu,Daniela,2.90061E+12
400,40392,Constantin,Marius,1.63093E+12
401,665259,Barbu,Ana,6.03042E+12
402,156679,Stancu,Valentin,1.78071E+12
403,376860,Dumitrache,Catalin,1.5807E+12
404,565874,Oprea,Gabriela,2.85061E+12
405,754280,Gheorghe,Cristina,2.83042E+12
406,796528,Stoica,Viorica,2.83013E+12
407,60899,Mihai,Alina,2.94112E+12
408,643229,Popescu,Cristian,1.72043E+12
409,557532,Mihai,Viorica,2.83032E+12
410,383326,Dragomir,Florin,1.56062E+12
411,444107,Georgescu,Octavian,5.00051E+12
412,925269,Dumitrache,Costel,1.87072E+12
413,501263,Ionescu,Gabriela,6.04091E+12
414,314375,Ionescu,Roxana,6.02053E+12
415,337069,Radu,Maria,2.82061E+12
416,328877,Ionescu,Andreea,2.78011E+12
417,867522,Popa,Costel,5.0009E+12
418,900476,Vasile,Iulian,1.78103E+12
419,277123,Dinu,Florin,1.8908E+12
420,660581,Ionescu,Dragos,1.85011E+12
421,451150,Radu,Gabriela,2.78073E+12
422,876548,Dumitrache,Florin,1.6401E+12
423,254565,Stancu,Alina,2.72102E+12
424,989535,Popescu,Octavian,1.71083E+12
425,426728,Oprea,Viorica,2.69061E+12
426,236451,Radu,Octavian,1.82083E+12
427,832292,Dumitrache,Alina,6.01022E+12
428,326346,Ionescu,Elena,2.72052E+12
429,724406,Georgescu,Viorica,2.89112E+12
430,980517,Stoica,Viorica,2.55061E+12
431,82432,Constantin,Octavian,1.82101E+12
432,719471,Tudor,Marius,1.85101E+12
433,333365,Gheorghe,Mihai,1.78112E+12
434,118575,Dobre,Viorica,2.86052E+12
435,381879,Stoica,Dragos,1.89042E+12
436,990663,Ionescu,Stefan,1.7405E+12
437,346920,Mihai,Catalin,1.97021E+12
438,417603,Ionita,Iulian,1.6305E+12
439,214191,Stancu,Andreea,2.87052E+12
440,925292,Dragomir,Octavian,1.82071E+12
441,619333,Dinu,Elena,2.65033E+12
442,350882,Gheorghe,Marius,1.80031E+12
443,594558,Ionescu,Dragos,1.56042E+12
444,487847,Ionescu,Andreea,2.7204E+12
445,770204,Dumitrache,Cristina,2.57102E+12
446,166199,Barbu,Gabriela,2.94103E+12
447,376243,Ionita,Laura,2.75041E+12
448,419214,Ionita,Alexandru,5.00071E+12
449,682581,Stancu,Daniela,6.04072E+12
450,690823,Popescu,Raluca,2.94111E+12
451,895233,Mihai,Iulian,5.01011E+12
452,493102,Tudor,Corina,2.88031E+12
453,888161,Dinu,Dragos,1.84011E+12
454,55899,Dragomir,Iulian,1.71091E+12
455,489966,Constantin,Catalin,1.8502E+12
456,183416,Ionescu,Viorica,2.78091E+12
457,246523,Dobre,Cristian,1.93051E+12
458,320923,Radu,Gabriela,6.04043E+12
459,747748,Ionescu,Ioana,2.65122E+12
460,742822,Dumitru,Catalin,1.63043E+12
461,783040,Dumitrache,Corina,2.60061E+12
462,73201,Stoica,Alexandru,1.64063E+12
463,116898,Dinu,Stefan,1.94092E+12
464,907343,Gheorghe,Valentin,1.69021E+12
465,202377,Dumitrache,Valentin,1.63063E+12
466,154795,Radu,Alina,2.5704E+12
467,289919,Stancu,Laura,2.94112E+12
468,190724,Ionita,Ana,2.81071E+12
469,115984,Oprea,Daniela,2.60023E+12
470,757923,Tudor,Laura,2.75052E+12
471,407953,Ionescu,Simona,2.76092E+12
472,217860,Mihai,Daniel,1.55032E+12
473,404495,Barbu,Liliana,2.83031E+12
474,370056,Gheorghe,Ioana,2.73073E+12
475,633042,Dumitrache,Marius,1.69082E+12
476,886971,Popescu,Ana,2.94122E+12
477,631011,Vasile,Diana,2.81073E+12
478,999419,Vasile,Cristina,2.5504E+12
479,314141,Dumitrache,Eugen,1.83011E+12
480,934934,Popescu,Elena,2.7102E+12
481,570877,Gheorghe,Dragos,1.99022E+12
482,224246,Stancu,Costel,1.671E+12
483,170325,Constantin,Daniela,2.89013E+12
484,71570,Ionita,Gabriela,2.9608E+12
485,864202,Stancu,Gabriela,2.81061E+12
486,751781,Gheorghe,Eugen,5.02091E+12
487,892968,Popa,Victor,1.59123E+12
488,326453,Radu,Maria,2.78043E+12
489,891139,Constantin,Alina,2.64023E+12
490,781031,Mihai,Stefan,1.81061E+12
491,928242,Dobre,Eugen,1.8005E+12
492,621830,Constantin,Diana,2.69071E+12
493,674591,Dumitru,Corina,6.02122E+12
494,815911,Popescu,Marius,1.86122E+12
495,103928,Radu,Catalin,1.59052E+12
496,895930,Radu,Catalin,1.66032E+12
497,428020,Dumitru,Mihaela,2.88091E+12
498,794759,Popa,Cristina,2.89031E+12
499,851262,Constantin,George,1.57032E+12
500,281052,Popa,Octavian,1.75041E+12
501,97004,Ionita,Victor,5.02041E+12
502,880186,Vasile,Gabriela,2.95112E+12
503,986951,Vasile,Victor,1.57103E+12
504,464883,Oprea,Mihaela,6.01061E+12
505,436056,Dumitrache,Diana,2.99092E+12
506,167146,Mihai,Mihai,1.87033E+12
507,852246,Ionita,Mihaela,2.9802E+12
508,90990,Dinu,Valentin,1.94072E+12
509,718344,Gheorghe,Diana,2.75062E+12
510,795094,Barbu,Alina,2.88111E+12
511,211202,Radu,Daniel,1.5711E+12
512,584712,Ionita,Cristina,2.7701E+12
513,735129,Popescu,Ioana,6.04101E+12
514,548328,Georgescu,Elena,2.63011E+12
515,612148,Gheorghe,Corina,2.81111E+12
516,677144,Dinu,Ioana,2.86122E+12
517,594470,Barbu,Ioana,2.75113E+12
518,313726,Georgescu,Iulia,2.88082E+12
519,937682,Dobre,Simona,2.90112E+12
520,503137,Oprea,Elena,2.70062E+12
521,242308,Mihai,Laura,2.9308E+12
522,743145,Vasile,Victor,1.62063E+12
523,923203,Constantin,Octavian,1.7211E+12
524,973204,Constantin,Raluca,2.94113E+12
525,480215,Oprea,Maria,2.94113E+12
526,123990,Dinu,Victor,1.73101E+12
527,81134,Vasile,Diana,6.00042E+12
528,829888,Radu,Iulian,1.70073E+12
529,575128,Georgescu,Valentin,5.04012E+12
530,144677,Dumitrache,Eugen,1.86051E+12
531,872523,Ionescu,Ana,2.74113E+12
532,13575,Stancu,Maria,2.97043E+12
533,556079,Dinu,Valentin,1.87091E+12
534,300935,Oprea,Elena,2.70102E+12
535,246064,Dumitrache,Elena,2.88071E+12
536,884493,Tudor,Costel,1.64042E+12
537,878483,Gheorghe,Maria,2.83121E+12
538,536598,Mihai,Doru,1.64063E+12
539,973099,Oprea,Gabriela,6.0108E+12
540,81437,Mihai,Gabriel,1.55072E+12
541,158928,Dragomir,Elena,2.98012E+12
542,77400,Constantin,Valentin,1.56021E+12
543,563449,Gheorghe,Florin,1.89013E+12
544,27649,Popa,Viorica,2.70071E+12
545,363824,Oprea,Doru,1.74122E+12
546,64191,Gheorghe,Costel,1.7511E+12
547,764542,Vasile,Florin,1.70042E+12
548,504059,Stoica,Costel,1.65012E+12
549,490979,Dinu,George,1.73013E+12
550,746175,Stoica,Daniela,2.7312E+12
551,918019,Dinu,Doru,1.55032E+12
552,644269,Dumitru,Ion,1.79021E+12
553,895161,Mihai,Elena,2.91091E+12
554,29462,Dragomir,Costel,1.7906E+12
555,277033,Dumitrache,Viorica,2.79111E+12
556,591528,Vasile,Victor,1.73122E+12
557,517843,Dumitrache,Andreea,2.98042E+12
558,715045,Ionita,Alexandru,1.64072E+12
559,962368,Radu,Maria,2.81093E+12
560,628549,Radu,Diana,2.58093E+12
561,548011,Oprea,Costel,1.85112E+12
562,920350,Ionita,Ioana,2.59113E+12
563,925865,Dumitru,Valentin,1.96061E+12
564,353158,Radu,Dragos,1.73062E+12
565,762675,Constantin,Marius,5.00121E+12
566,891305,Stancu,Roxana,2.76042E+12
567,49400,Stoica,Elena,2.8005E+12
568,642036,Popescu,Daniela,2.91011E+12
569,862477,Popescu,Valentin,1.70012E+12
570,303529,Radu,Alexandru,1.59101E+12
571,506663,Dumitru,Gabriel,1.58012E+12
572,173069,Ionescu,Alina,2.68012E+12
573,899719,Georgescu,Ana,2.5601E+12
574,716407,Mihai,Ana,2.70113E+12
575,340404,Vasile,Simona,2.70052E+12
576,52287,Dumitru,Mihaela,6.01103E+12
577,686192,Mihai,Costel,1.86033E+12
578,132853,Ionescu,Cristian,1.97111E+12
579,925989,Tudor,Laura,6.03071E+12
580,668330,Stancu,Eugen,1.73103E+12
581,347257,Ionita,Liliana,2.8705E+12
582,445926,Ionescu,Roxana,2.80061E+12
583,521877,Constantin,Gabriela,2.9002E+12
584,936314,Radu,Mihai,1.86082E+12
585,868175,Dobre,Mihaela,2.60082E+12
586,376153,Gheorghe,Doru,1.81112E+12
587,625074,Ionescu,Elena,2.99101E+12
588,143536,Dragomir,Daniel,1.78071E+12
589,574721,Georgescu,Eugen,5.03052E+12
590,552115,Dobre,Daniela,2.70052E+12
591,621660,Georgescu,Costel,1.80123E+12
592,708459,Dumitru,Mihaela,2.94053E+12
593,130861,Mihai,Daniela,6.03073E+12
594,129893,Dragomir,Andreea,2.71122E+12
595,88818,Popa,Doru,1.65021E+12
596,837323,Popescu,Liliana,2.81122E+12
597,183769,Gheorghe,Alina,2.88092E+12
598,250980,Vasile,Adrian,1.91102E+12
599,16361,Popa,Mihaela,2.95042E+12
600,721890,Ionita,Gabriela,2.85092E+12
601,583608,Dobre,Ioana,2.8704E+12
602,862025,Dobre,George,1.63123E+12
603,281290,Barbu,Costel,1.89051E+12
604,573740,Stoica,Daniela,6.0411E+12
605,877085,Barbu,Mihaela,2.86123E+12
606,408251,Barbu,Daniela,2.79012E+12
607,256105,Tudor,Octavian,5.0411E+12
608,51563,Constantin,Stefan,1.91033E+12
609,246690,Gheorghe,Alina,2.78052E+12
